廣州綜合HD,rtmp://play.gztv.com/live/23436_dc2089877e7111e892905cb9018cf0d4
黑龍江衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227302/10000100000000060000000001141347_0.smil
貴州衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221228286/10000100000000060000000007781468_0.smil
四川衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227882/10000100000000060000000006078789_0.smil
河南衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227093/10000100000000060000000000937769_0.smil
雲南衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227140/10000100000000060000000000937812_0.smil
重慶衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227897/10000100000000060000000006388228_0.smil
河北衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221229830/10000100000000060000000009574961_0.smil
東南衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221229798/10000100000000060000000009574969_0.smil
廣西衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227148/10000100000000060000000000937768_0.smil
吉林衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221229881/10000100000000060000000009574938_0.smil
陝西衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227090/10000100000000060000000000937749_0.smil
山西衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227110/10000100000000060000000000937735_0.smil
內蒙古衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227133/10000100000000060000000000937736_0.smil
青海衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227113/10000100000000060000000000937738_0.smil
旅遊衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227119/10000100000000060000000000937750_0.smil
寧夏衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227151/10000100000000060000000000937771_0.smil
西藏衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227081/10000100000000060000000000937734_0.smil
新疆衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227084/10000100000000060000000000937737_0.smil
甘肅衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227139/10000100000000060000000000937742_0.smil
兵團衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221227241/10000100000000060000000000987142_0.smil
廣東嘉佳卡通,rtsp://183.59.156.50/PLTV/88888905/224/3221226972/00000100000000060000000000554906_0.smil
卡酷動畫,rtsp://183.59.156.50/PLTV/88888905/224/3221227111/10000100000000060000000000937814_0.smil
金鹰卡通,rtsp://183.59.156.50/PLTV/88888905/224/3221227163/10000100000000060000000000937813_0.smil
炫動卡通,rtsp://183.59.156.50/PLTV/88888905/224/3221227212/10000100000000060000000000987175_0.smil
三沙衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221229820/10000100000000060000000009574894_0.smil
吉林延邊衛視,rtsp://183.59.156.50/PLTV/88888905/224/3221226940/00000100000000060000000000554911_0.smil
上海紀實,rtsp://183.59.156.50/PLTV/88888905/224/3221229872/10000100000000060000000009575047_0.smil
北京紀實,rtsp://183.59.156.50/PLTV/88888905/224/3221227613/10000100000000060000000004490594_0.smil
金鷹紀實,rtsp://183.59.156.50/PLTV/88888905/224/3221227888/10000100000000060000000006099114_0.smil
极k影视-测试,rtsp://183.59.156.50/PLTV/88888905/224/3221228037/10000100000000060000000006912177_0.smil
粤TV-粤荟萃,rtsp://183.59.156.50/PLTV/88888905/224/3221228100/10000100000000060000000007150280_0.smil
极K精选-测试,rtsp://183.59.156.50/PLTV/88888905/224/3221228304/10000100000000060000000008188821_0.smil
移動頻道,rtsp://183.59.156.50/PLTV/88888905/224/3221227209/10000100000000060000000000987164_0.smil
m2o Tv,https://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/master.m3u8
WFC,http://wfc.bonus-tv.ru/cdn/wfcint/tracks-v1a1/index.m3u8
Ffashion TV,https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_midnite_k1y_27049_midnite_secr_108_hls.smil/playlist.m3u8
